Name;inSizeRatioProcessNode;inSizeRatioFileNode;inSizeRatioSocketNode;outSizeRatioProcessNode;outSizeRatioFileNode;outSizeRatioSocketNode;inEdgeCompression;outEdgeCompression;sizeStdDev;sizeEnt;boundedPageRankNormalized;boundClosenessSizeCentralityNormalized;boundBetweennessSizeCentrality;pageRankNormalized;closenessSizeCentralityNormalized;betweennessSizeCentrality;fitModel-poly4-inSizeRatioProcessNode-c0;fitModel-poly4-inSizeRatioProcessNode-c1;fitModel-poly4-inSizeRatioProcessNode-c2;fitModel-poly4-inSizeRatioProcessNode-c3;fitModel-poly4-inSizeRatioProcessNode-c4;fitModel-poly4-inSizeRatioFileNode-c0;fitModel-poly4-inSizeRatioFileNode-c1;fitModel-poly4-inSizeRatioFileNode-c2;fitModel-poly4-inSizeRatioFileNode-c3;fitModel-poly4-inSizeRatioFileNode-c4;fitModel-poly4-inSizeRatioSocketNode-c0;fitModel-poly4-inSizeRatioSocketNode-c1;fitModel-poly4-inSizeRatioSocketNode-c2;fitModel-poly4-inSizeRatioSocketNode-c3;fitModel-poly4-inSizeRatioSocketNode-c4;fitModel-poly4-outSizeRatioProcessNode-c0;fitModel-poly4-outSizeRatioProcessNode-c1;fitModel-poly4-outSizeRatioProcessNode-c2;fitModel-poly4-outSizeRatioProcessNode-c3;fitModel-poly4-outSizeRatioProcessNode-c4;fitModel-poly4-outSizeRatioFileNode-c0;fitModel-poly4-outSizeRatioFileNode-c1;fitModel-poly4-outSizeRatioFileNode-c2;fitModel-poly4-outSizeRatioFileNode-c3;fitModel-poly4-outSizeRatioFileNode-c4;fitModel-poly4-outSizeRatioSocketNode-c0;fitModel-poly4-outSizeRatioSocketNode-c1;fitModel-poly4-outSizeRatioSocketNode-c2;fitModel-poly4-outSizeRatioSocketNode-c3;fitModel-poly4-outSizeRatioSocketNode-c4;fitModel-poly4-inEdgeCompression-c0;fitModel-poly4-inEdgeCompression-c1;fitModel-poly4-inEdgeCompression-c2;fitModel-poly4-inEdgeCompression-c3;fitModel-poly4-inEdgeCompression-c4;fitModel-poly4-outEdgeCompression-c0;fitModel-poly4-outEdgeCompression-c1;fitModel-poly4-outEdgeCompression-c2;fitModel-poly4-outEdgeCompression-c3;fitModel-poly4-outEdgeCompression-c4;fitModel-poly4-sizeStdDev-c0;fitModel-poly4-sizeStdDev-c1;fitModel-poly4-sizeStdDev-c2;fitModel-poly4-sizeStdDev-c3;fitModel-poly4-sizeStdDev-c4;fitModel-poly4-sizeEnt-c0;fitModel-poly4-sizeEnt-c1;fitModel-poly4-sizeEnt-c2;fitModel-poly4-sizeEnt-c3;fitModel-poly4-sizeEnt-c4;fitModel-poly4-boundedPageRankNormalized-c0;fitModel-poly4-boundedPageRankNormalized-c1;fitModel-poly4-boundedPageRankNormalized-c2;fitModel-poly4-boundedPageRankNormalized-c3;fitModel-poly4-boundedPageRankNormalized-c4;fitModel-poly4-boundClosenessSizeCentralityNormalized-c0;fitModel-poly4-boundClosenessSizeCentralityNormalized-c1;fitModel-poly4-boundClosenessSizeCentralityNormalized-c2;fitModel-poly4-boundClosenessSizeCentralityNormalized-c3;fitModel-poly4-boundClosenessSizeCentralityNormalized-c4;fitModel-poly4-boundBetweennessSizeCentrality-c0;fitModel-poly4-boundBetweennessSizeCentrality-c1;fitModel-poly4-boundBetweennessSizeCentrality-c2;fitModel-poly4-boundBetweennessSizeCentrality-c3;fitModel-poly4-boundBetweennessSizeCentrality-c4;fitModel-poly4-pageRankNormalized-c0;fitModel-poly4-pageRankNormalized-c1;fitModel-poly4-pageRankNormalized-c2;fitModel-poly4-pageRankNormalized-c3;fitModel-poly4-pageRankNormalized-c4;fitModel-poly4-closenessSizeCentralityNormalized-c0;fitModel-poly4-closenessSizeCentralityNormalized-c1;fitModel-poly4-closenessSizeCentralityNormalized-c2;fitModel-poly4-closenessSizeCentralityNormalized-c3;fitModel-poly4-closenessSizeCentralityNormalized-c4;fitModel-poly4-betweennessSizeCentrality-c0;fitModel-poly4-betweennessSizeCentrality-c1;fitModel-poly4-betweennessSizeCentrality-c2;fitModel-poly4-betweennessSizeCentrality-c3;fitModel-poly4-betweennessSizeCentrality-c4;Class
P>goodware.PrintIsolationHost.exe;0,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00900;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00144;0,00296;0,00498;-0,01378;0,01593;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.printui.exe;0,00000;0,83330;0,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,06760;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.psr.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,36230;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,04370;0,00000;0,00000;-1,04816;-0,22184;2,10497;0,96687;0,07415;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,38005;-0,08030;0,76322;0,35022;0,02676;0,00000;0,00000;0,00000;0,00000;0,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,01416;0,00051;0,02777;0,00425;0,03536;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.psxss.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,11650;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00310;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,01653;-0,00711;-0,05308;-0,08480;0,30291;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00092;-0,00208;0,00074;-0,00056;0,00444;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.python.exe;0,07520;0,92480;0,00000;0,00000;1,00000;0,00000;0,08530;0,00000;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,14210;0,00000;1,00000;-0,00232;0,00183;0,00457;-0,00232;0,07423;0,00232;-0,00183;-0,00457;0,00232;0,92577;0,00000;0,00000;0,00000;0,00000;0,00000;-0,04859;0,03946;0,09423;-0,04924;-0,01959;-0,09718;0,07892;0,18846;-0,09849;0,96083;-0,04859;0,03946;0,09423;-0,04924;-0,01959;0,01949;-0,00581;-0,04967;-0,05953;0,20184;0,00001;0,00001;-0,00006;-0,00005;0,00010;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,03154;-0,02562;-0,06117;0,03196;0,36361;-0,09718;0,07892;0,18846;-0,09849;0,96083;-0,09718;0,07892;0,18846;-0,09849;0,96083;0,00436;0,00251;0,00075;-0,06060;0,19832;0,00001;0,00001;-0,00006;-0,00005;0,00010;-0,04859;0,03946;0,09423;-0,04924;0,98041;goodware
P>goodware.pythonw.exe;0,07580;0,92420;0,00000;-1,00000;-1,00000;-1,00000;0,29530;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,20290;0,00000;0,00000;0,01175;-0,02538;-0,01904;0,07045;0,03860;-0,01175;0,02538;0,01904;-0,07045;0,96140;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00250;-0,00539;-0,00404;0,01496;0,28740;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00073;-0,00157;-0,00118;0,00437;0,20059;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.qappsrv.exe;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,01980;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,03201;0,10083;0,30773;0,09053;-1,04870;-0,06403;0,20165;0,61546;0,18107;-1,09739;-0,03201;0,10083;0,30773;0,09053;-1,04870;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,02078;-0,06545;-0,19975;-0,05877;1,03161;-0,06403;0,20165;0,61546;0,18107;-1,09739;-0,06403;0,20165;0,61546;0,18107;-1,09739;0,00013;-0,00019;-0,00033;0,00006;0,02045;0,00000;0,00000;0,00000;0,00000;0,00000;-0,03201;0,10083;0,30773;0,09053;-0,04870;goodware
P>goodware.qprocess.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,02130;0,00030;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,03010;0,00030;1,00000;0,21622;-0,04202;-0,80275;0,38155;1,12522;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00605;-0,00127;-0,02234;0,00864;0,02817;0,00000;-0,00006;0,00001;0,00020;0,00019;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,35090;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00150;-0,00032;-0,00552;0,00196;0,03209;0,00000;-0,00006;0,00001;0,00020;0,00019;0,00000;0,00000;0,00000;0,00000;1,00000;goodware
P>goodware.query.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,02530;0,00010;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,02490;0,00010;1,00000;-0,03636;0,25214;-0,29752;-0,01273;1,05205;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00088;0,00637;-0,00761;-0,00031;0,02663;-120361764898,37300;30328314026,84930;231171008773,06500;-29365510406,94930;-40029611908,75580;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,11016;0,02776;0,21157;-0,02688;0,31426;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,01079;0,00384;0,01904;-0,00265;0,02161;-120361764898,37300;30328314026,84930;231171008773,06500;-29365510406,94930;-40029611908,75580;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.quser.exe;-1,00000;-1,00000;-1,00000;0,00000;1,00000;0,00000;0,00000;0,00010;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,01120;0,00010;1,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00005;0,00001;0,00009;-0,00001;0,00008;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,11016;0,02776;0,21157;-0,02688;0,31426;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,01000;0,00245;0,01931;-0,00244;0,00786;-0,00005;0,00001;0,00009;-0,00001;0,00008;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.rasdial.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,05310;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01610;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00016;0,00034;0,00025;-0,00093;0,05359;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00002;0,00003;0,00003;-0,00009;0,01615;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.rasphone.exe;0,98710;0,01250;0,00000;-1,00000;-1,00000;-1,00000;0,01030;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02140;0,00000;0,00000;-0,03186;0,02511;0,06272;-0,03178;0,97387;0,03148;-0,02481;-0,06196;0,03140;0,02557;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00032;0,00024;-0,00229;-0,00820;0,02535;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00123;-0,00517;0,00635;-0,00712;0,02857;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.rdpclip.exe;0,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00390;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00039;-0,00167;0,00208;-0,00152;0,00514;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.rdpshell.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,22150;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02100;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.RDVGHelper.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,05990;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,03160;0,00000;0,00000;0,63281;-0,28125;-1,40625;0,87500;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,03791;-0,01685;-0,08423;0,05241;0,05990;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00386;-0,00172;-0,00858;0,00534;0,03160;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.recdisc.exe;0,99970;0,00030;0,00000;-1,00000;-1,00000;-1,00000;0,16270;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,05940;0,00000;0,00000;-0,03614;0,25201;-0,29784;-0,01267;1,05180;-0,00627;-0,22976;0,36179;0,00214;-0,06285;0,00000;0,00000;0,00000;0,00000;0,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,00621;0,04107;-0,04781;-0,00214;0,17107;0,00000;0,00000;0,00000;0,00000;0,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;111102375451,88200;-27995167191,82990;-213387102058,37600;27106431725,42870;36950147542,62920;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.reg.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,15120;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,01670;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.RegAsm.exe;0,00000;0,99990;0,00000;0,00000;1,00000;0,00000;0,01400;0,00050;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,03670;0,00050;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,54969;0,13851;1,05575;-0,13411;0,81709;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,00618;0,00095;0,01279;-0,00150;0,01179;-0,00019;0,00002;0,00041;-0,00005;0,00043;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,11016;0,02776;0,21157;-0,02688;0,31426;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,01568;0,00373;0,03045;-0,00382;0,03143;-0,00019;0,00002;0,00041;-0,00005;0,00043;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.regedit.exe;1,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,24280;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,02100;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,16309;0,04110;0,31324;-0,03979;0,18856;0,00000;0,00000;0,00000;0,00000;0,00000;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,00999;0,00252;0,01919;-0,00244;0,01768;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
P>goodware.regedt32.exe;0,00000;0,00000;0,00000;-1,00000;-1,00000;-1,00000;0,00000;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,00640;0,00000;0,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.regini.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,04230;0,00620;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,02030;0,00620;1,00000;0,92985;-1,11594;-1,98884;2,42305;0,63379;0,46492;-0,55797;-0,99442;1,21152;-0,18311;0,46492;-0,55797;-0,99442;1,21152;-0,18311;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,01979;-0,02374;-0,04237;0,05146;0,03473;-0,00064;0,00048;0,00212;0,00044;0,00225;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;0,35090;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00284;-0,00340;-0,00607;0,00739;0,01918;-0,00064;0,00048;0,00212;0,00044;0,00225;0,00000;0,00000;0,00000;0,00000;1,00000;goodware
P>goodware.RegisterIEPKEYs.exe;1,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,06780;0,00390;-1,00000;0,00000;0,20620;1,00000;1,00000;0,01980;0,00390;1,00000;-1,80324;-0,51754;3,64703;2,00525;-0,75423;-0,72112;-0,30425;1,47684;1,04666;-0,81709;-0,72112;-0,30425;1,47684;1,04666;-0,81709;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,07105;-0,01505;0,14268;0,06556;0,00503;-0,00117;0,00044;0,00223;-0,00065;0,00368;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,10029;0,02527;0,19262;-0,02447;0,17285;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,01369;0,00053;0,02684;0,00400;0,01179;-0,00117;0,00044;0,00223;-0,00065;0,00368;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.RegisterMCEApp.exe;0,00000;1,00000;0,00000;0,00000;1,00000;0,00000;0,03250;0,00000;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,01250;0,00000;1,00000;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;?;goodware
P>goodware.RegSvcs.exe;0,00000;0,99990;0,00000;0,00000;1,00000;0,00000;0,02760;0,00060;-1,00000;-1,00000;0,35090;1,00000;1,00000;0,03470;0,00060;1,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,54969;0,13851;1,05575;-0,13411;0,81709;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-0,36100;0,09096;0,69335;-0,08808;0,87994;0,00000;0,00000;0,00000;0,00000;0,00000;-0,01710;0,00314;0,03460;-0,00415;0,02161;-0,00012;0,00001;0,00027;-0,00003;0,00055;0,36100;-0,09096;-0,69335;0,08808;-0,87994;0,36100;-0,09096;-0,69335;0,08808;-0,87994;-0,11016;0,02776;0,21157;-0,02688;0,31426;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,36100;0,09096;0,69335;-0,08808;0,87994;-0,02154;0,00528;0,04159;-0,00525;0,02750;-0,00012;0,00001;0,00027;-0,00003;0,00055;-0,36100;0,09096;0,69335;-0,08808;0,87994;goodware
P>goodware.regsvr32.exe;0,99770;0,00210;0,00000;-1,00000;-1,00000;-1,00000;0,01630;0,00000;-1,00000;-1,00000;1,00000;-1,00000;-1,00000;0,04900;0,00000;0,00000;-0,15462;0,33401;-0,07015;-0,11907;1,01962;0,07012;-0,15147;0,03181;0,05400;-0,00784;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00253;0,00546;-0,00115;-0,00195;0,01666;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;0,00000;0,00000;0,00000;0,00000;-1,00000;-0,00187;0,00403;-0,00085;-0,00144;0,04927;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;0,00000;goodware
